student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S100302,Latvia_College_C,BUS,USA,Latvia,2022,Engineering,Bachelor,Full-time,Male,28,Single,4,Medium,0.3,0,0,0,0,0,None,6.93,6.74,5.69,6.21,31,31,20,17,0,1,0.425,0.257,0.078,26,0.177,55.1,35.4,0.664,2,5.7,0,Moderate Risk,0.713
S100303,Business_School_E,DATA,Sri Lanka,Latvia,2023,Humanities,Bachelor,Full-time,Other,32,Single,2,High,0.6,1,0,0,1,28,None,6.66,7.07,6.38,6.72,34,34,25,22,0,1,0.563,0.402,0.175,15,0.522,41.7,25.5,0.415,3,7.73,1,High Risk,0.634
S100304,Latvia_Uni_B,ENG,Nigeria,Latvia,2022,Computer Science,Bachelor,Part-time,Male,18,Single,3,High,0.7112424029369916,0,1,0,0,0,None,7.58,7.61,8.12,7.86,25,25,29,29,0,0,0.69,0.561,0.112,0,-0.265,79.2,61.1,0.504,6,8.09,1,Moderate Risk,0.706
S100305,Tech_Institute_D,ENG,Germany,Latvia,2023,Medicine,Master,Full-time,Female,30,Single,5,Low,0.1,0,0,0,1,10,Full,6.9,6.34,6.9,6.62,28,28,31,28,0,1,0.648,0.482,0.072,0,-0.127,50.6,52.0,0.28,2,7.27,1,Moderate Risk,0.819
S100306,Business_School_E,ENG,Latvia,Latvia,2018,Business,Bachelor,Full-time,Male,26,Married,3,Low,0.1,0,1,1,0,0,None,6.63,6.56,6.6,6.58,26,20,21,21,2,0,0.567,0.413,0.082,2,-0.003,28.6,21.5,0.151,3,7.11,1,Moderate Risk,0.796
S100307,Latvia_College_C,LAW,Kenya,Latvia,2021,Engineering,Master,Full-time,Female,36,Single,1,High,0.7473435674043792,0,1,1,1,25,Partial,7.64,7.31,7.93,7.62,35,32,23,23,1,0,0.661,0.531,0.151,3,0.413,66.0,88.4,0.637,2,7.08,0,High Risk,0.577
S100308,Tech_Institute_D,MIS,Pakistan,Latvia,2021,Medicine,Bachelor,Full-time,Female,26,Single,2,High,0.6,1,1,1,0,0,None,7.01,7.28,7.5,7.39,20,17,32,32,1,0,0.889,0.779,0.089,0,-0.165,41.0,34.9,0.087,0,7.71,1,Very Likely to Succeed,0.96
S100309,Tech_Institute_D,MED,India,Latvia,2018,Computer Science,Bachelor,Full-time,Male,26,Single,2,High,0.6,1,0,1,0,0,None,6.46,7.15,6.87,7.01,34,31,23,23,1,0,0.795,0.646,0.081,0,0.144,55.4,33.0,0.251,1,7.75,1,Very Likely to Succeed,0.894
S100310,Tech_Institute_D,MIS,Kenya,Latvia,2020,Medicine,Bachelor,Full-time,Female,37,Single,2,High,0.7915429745342051,1,1,0,1,22,None,6.36,7.24,7.09,7.17,24,21,24,24,1,0,0.654,0.503,0.095,0,0.211,59.4,40.8,0.538,3,6.33,1,Moderate Risk,0.661
S100311,Business_School_E,MED,Ghana,Latvia,2023,Social Sciences,Bachelor,Full-time,Male,30,Married,1,High,0.797896394576,0,0,0,1,16,None,5.49,5.68,5.74,5.71,26,23,20,20,1,0,0.305,0.102,0.06,36,0.045,0.0,0.0,0.742,5,5.2,0,Very High Risk,0.268
S100312,Latvia_Uni_B,ENG,Bangladesh,Latvia,2020,Computer Science,Master,Full-time,Male,37,Single,3,High,0.6,0,1,1,1,11,Partial,6.97,6.41,7.19,6.8,29,29,30,30,0,0,0.823,0.697,0.071,0,-0.1,70.1,78.8,0.291,2,7.26,1,Moderate Risk,0.806
S100313,Latvia_College_C,MED,Kenya,Latvia,2022,Humanities,Bachelor,Full-time,Male,27,Single,3,High,0.7144457885276502,0,1,1,1,17,None,5.64,5.96,5.68,5.82,25,22,26,23,1,1,0.285,0.07,0.056,36,-0.036,0.0,0.0,0.609,6,5.96,0,High Risk,0.499
S100314,Tech_Institute_D,MED,Kenya,Latvia,2020,Engineering,Bachelor,Part-time,Female,24,Single,2,High,0.7798414483292342,0,0,0,0,0,Partial,4.97,4.44,4.79,4.61,29,29,29,23,0,2,0.296,0.105,0.067,36,-0.11,3.7,18.6,0.702,2,3.39,0,Very High Risk,0.268
S100315,Latvia_College_C,DATA,USA,Latvia,2020,Business,Bachelor,Full-time,Male,38,Married,3,Medium,0.3,0,1,0,1,17,Full,6.84,6.42,5.68,6.05,27,21,31,31,2,0,0.405,0.228,0.063,33,0.129,29.7,32.9,0.588,1,5.99,0,High Risk,0.621
S100316,Tech_Institute_D,BUS,Vietnam,Latvia,2022,Humanities,Master,Full-time,Male,28,Married,2,High,0.6,1,0,1,0,0,Full,6.32,6.59,6.94,6.77,26,23,22,22,1,0,0.733,0.593,0.112,1,0.259,24.2,12.3,0.238,0,7.27,1,Very Likely to Succeed,0.862
S100317,Latvia_College_C,ENG,South Korea,Latvia,2019,Computer Science,Bachelor,Full-time,Female,33,Single,1,High,0.6,1,1,1,0,0,Partial,7.93,7.53,8.04,7.79,33,33,24,24,0,0,0.425,0.253,0.202,23,0.579,34.7,31.8,0.64,3,8.17,1,Moderate Risk,0.768
S100318,Tech_Institute_D,MIS,China,Latvia,2018,Information Systems,Master,Full-time,Other,34,Single,2,High,0.6,0,1,1,1,18,Full,8.41,8.21,8.63,8.42,34,34,30,30,0,0,0.805,0.66,0.063,0,-0.086,87.1,91.4,0.487,2,8.61,1,Moderate Risk,0.825
S100319,Latvia_Uni_A,LAW,Brazil,Latvia,2023,Medicine,Bachelor,Full-time,Female,26,Single,4,Medium,0.35,0,0,0,1,26,None,7.77,7.82,8.33,8.08,21,21,32,32,0,0,0.916,0.821,0.097,0,-0.249,100.0,100.0,0.32,2,7.31,1,Very Likely to Succeed,0.922
S100320,Latvia_Uni_B,MIS,India,Latvia,2019,Social Sciences,Master,Full-time,Male,27,Married,1,High,0.6,0,0,1,1,28,Partial,6.78,6.56,7.04,6.8,28,25,31,31,1,0,0.579,0.42,0.118,6,0.361,45.6,42.6,0.542,3,7.13,0,High Risk,0.525
S100321,Business_School_E,MIS,Canada,Latvia,2023,Business,Master,Full-time,Female,37,Single,3,Medium,0.3,0,0,0,1,17,None,4.86,4.15,4.38,4.26,23,17,27,27,2,0,0.308,0.124,0.075,36,-0.162,4.9,0.0,0.532,5,5.27,0,High Risk,0.471
S100322,Latvia_Uni_A,ENG,Nigeria,Latvia,2020,Business,Bachelor,Full-time,Female,35,Single,2,High,0.7921006783994733,1,0,0,1,16,None,7.33,6.91,6.62,6.76,21,21,35,35,0,0,0.672,0.545,0.066,0,0.076,63.9,87.3,0.593,1,6.89,1,Moderate Risk,0.683
S100323,Latvia_Uni_A,LAW,Sri Lanka,Latvia,2023,Social Sciences,Master,Full-time,Female,24,Single,3,High,0.6,0,0,1,1,11,Partial,7.23,6.85,7.15,7.0,30,24,27,21,2,2,0.567,0.403,0.07,3,-0.058,62.9,42.7,0.565,1,6.85,1,Moderate Risk,0.731
S100324,Tech_Institute_D,BUS,India,Latvia,2023,Social Sciences,Bachelor,Part-time,Male,33,Single,2,High,0.6,1,0,1,0,0,None,5.72,6.99,6.09,6.54,23,20,22,22,1,0,0.579,0.413,0.073,2,0.071,19.3,22.4,0.314,0,7.09,1,Moderate Risk,0.793
S100325,Latvia_Uni_A,MIS,Bangladesh,Latvia,2023,Humanities,Bachelor,Part-time,Female,26,Single,1,High,0.6,0,0,1,1,26,None,5.79,5.94,5.6,5.77,27,27,22,19,0,1,0.281,0.096,0.06,36,-0.051,22.4,20.5,0.686,3,5.42,0,Very High Risk,0.371
S100326,Tech_Institute_D,MED,Canada,Latvia,2018,Medicine,Bachelor,Part-time,Female,21,Single,4,Medium,0.3,0,1,0,1,28,None,9.83,10.0,9.03,9.51,32,32,25,25,0,0,0.93,0.826,0.099,0,-0.259,100.0,100.0,0.358,2,10.0,1,Very Likely to Succeed,1.0
S100327,Tech_Institute_D,MIS,Italy,Latvia,2020,Medicine,Master,Part-time,Male,19,Single,5,Low,0.1,0,0,0,1,20,Partial,7.39,7.99,8.26,8.12,20,20,24,24,0,0,0.992,0.934,0.061,0,-0.065,66.2,73.8,0.0,3,7.86,1,Very Likely to Succeed,1.0
S100328,Business_School_E,CS,Nigeria,Latvia,2021,Medicine,Bachelor,Full-time,Female,23,Single,2,High,0.7359953817686546,1,1,1,0,0,Full,6.86,7.07,6.8,6.94,28,22,21,18,2,1,0.863,0.738,0.092,0,0.183,63.6,81.1,0.281,1,7.18,1,Very Likely to Succeed,0.868
S100329,Tech_Institute_D,MED,Vietnam,Latvia,2020,Social Sciences,Bachelor,Part-time,Female,38,Single,3,High,0.6,0,0,0,0,0,None,6.31,5.7,6.25,5.97,34,25,26,26,3,0,0.396,0.214,0.059,35,-0.001,43.7,29.7,0.644,2,5.61,0,High Risk,0.515
S100330,Business_School_E,BUS,Canada,Latvia,2021,Engineering,Bachelor,Full-time,Male,36,Single,2,Medium,0.3,0,0,1,0,0,None,6.9,6.25,7.13,6.69,32,29,24,24,1,0,0.304,0.121,0.096,34,-0.233,30.0,35.9,0.67,2,6.38,1,Moderate Risk,0.674
S100331,Latvia_College_C,MED,Sri Lanka,Latvia,2023,Medicine,Bachelor,Full-time,Male,20,Single,3,High,0.6,0,1,0,0,0,None,6.35,6.3,6.5,6.4,27,27,26,23,0,1,0.673,0.514,0.11,1,0.3,32.6,39.9,0.362,4,6.09,1,High Risk,0.634
S100332,Latvia_Uni_B,BUS,Pakistan,Latvia,2022,Engineering,Master,Full-time,Female,24,Married,1,High,0.6,1,1,0,1,30,None,6.85,7.22,6.5,6.86,34,34,28,19,0,3,0.73,0.589,0.073,0,0.023,78.8,57.5,0.573,3,7.36,0,High Risk,0.627
S100333,Latvia_Uni_B,LAW,Nigeria,Latvia,2022,Humanities,Master,Full-time,Other,32,Married,2,High,0.7750867063125122,0,0,1,0,0,None,7.49,7.6,7.62,7.61,24,24,25,25,0,0,0.844,0.724,0.084,0,0.145,100.0,83.2,0.363,5,7.37,1,Moderate Risk,0.745
S100334,Business_School_E,ENG,Pakistan,Latvia,2021,Social Sciences,Master,Full-time,Female,30,Single,1,High,0.6,1,1,0,1,28,Partial,6.52,6.82,6.79,6.81,24,24,20,17,0,1,0.69,0.544,0.1,0,0.185,43.3,51.6,0.498,4,7.27,0,High Risk,0.623
S100335,Tech_Institute_D,CS,India,Latvia,2020,Information Systems,Bachelor,Full-time,Male,27,Single,3,High,0.6,0,1,1,0,0,Partial,6.47,5.41,5.95,5.68,32,29,26,17,1,3,0.549,0.401,0.087,6,0.261,38.2,15.4,0.401,3,5.39,0,High Risk,0.642
S100336,Latvia_Uni_A,DATA,Pakistan,Latvia,2023,Information Systems,Bachelor,Full-time,Female,34,Single,1,High,0.6,0,0,1,1,10,None,6.83,6.04,5.89,5.97,26,20,32,29,2,1,0.468,0.301,0.056,16,-0.025,56.4,63.3,0.635,5,5.62,0,High Risk,0.511
S100337,Latvia_Uni_A,MED,Canada,Latvia,2022,Engineering,Master,Full-time,Other,32,Single,3,Medium,0.3,1,0,0,0,0,Full,6.78,7.69,7.48,7.59,20,20,35,32,0,1,0.754,0.606,0.114,0,0.214,65.0,51.7,0.313,1,7.8,1,Very Likely to Succeed,0.921
S100338,Latvia_College_C,BUS,Germany,Latvia,2018,Information Systems,Bachelor,Full-time,Female,27,Married,5,Low,0.1,0,1,0,1,22,None,6.7,6.7,6.42,6.56,23,23,35,32,0,1,0.882,0.76,0.07,0,0.057,63.1,71.2,0.189,1,6.61,1,Very Likely to Succeed,0.899
S100339,Latvia_College_C,MIS,Vietnam,Latvia,2020,Engineering,Bachelor,Full-time,Female,25,Single,2,High,0.6,0,1,1,0,0,None,5.8,6.14,6.23,6.18,28,25,21,21,1,0,0.278,0.102,0.052,36,0.032,12.1,2.6,0.681,4,5.69,0,High Risk,0.526
S100340,Tech_Institute_D,MED,Italy,Latvia,2018,Business,Master,Full-time,Male,30,Single,4,Low,0.1,0,0,0,0,0,None,7.93,8.3,7.87,8.08,29,29,27,27,0,0,0.99,0.939,0.064,0,-0.152,93.9,94.8,0.0,0,8.24,1,Very Likely to Succeed,1.0
S100341,Business_School_E,DATA,Spain,Latvia,2019,Humanities,Master,Full-time,Female,22,Single,5,Low,0.1,0,0,0,1,20,None,4.97,4.91,4.78,4.84,35,35,24,18,0,2,0.461,0.307,0.086,17,-0.191,24.7,0.0,0.281,3,4.5,0,High Risk,0.648
S100342,Latvia_College_C,LAW,India,Latvia,2023,Computer Science,Master,Full-time,Male,36,Single,3,High,0.6,1,1,0,1,24,None,6.06,7.18,6.69,6.93,30,27,22,19,1,1,0.721,0.585,0.076,0,0.086,13.9,13.5,0.335,1,7.97,1,Moderate Risk,0.787
S100343,Latvia_Uni_B,LAW,China,Latvia,2021,Social Sciences,Bachelor,Full-time,Female,29,Single,2,High,0.6,1,0,0,0,0,None,6.0,6.59,5.94,6.26,20,20,25,22,0,1,0.909,0.817,0.122,0,0.331,56.3,57.2,0.154,1,7.02,1,Moderate Risk,0.806
S100344,Latvia_Uni_B,DATA,Vietnam,Latvia,2023,Computer Science,Bachelor,Full-time,Male,26,Single,2,High,0.6,0,1,0,1,14,Partial,7.35,7.62,7.33,7.47,35,32,32,29,1,1,0.923,0.831,0.104,0,-0.322,90.7,84.1,0.36,3,7.0,1,Moderate Risk,0.741
S100345,Business_School_E,CS,Bangladesh,Latvia,2020,Medicine,Bachelor,Part-time,Male,23,Single,1,High,0.6,1,1,1,0,0,None,6.44,7.31,7.32,7.31,35,32,21,21,1,0,0.733,0.585,0.076,0,-0.034,26.7,42.0,0.243,2,6.98,1,Moderate Risk,0.836
S100346,Tech_Institute_D,BUS,USA,Latvia,2021,Information Systems,Bachelor,Full-time,Male,22,Single,4,Medium,0.3,0,0,0,1,14,None,8.7,9.13,9.3,9.22,25,25,23,23,0,0,0.715,0.565,0.108,0,-0.199,88.2,96.4,0.433,1,9.48,1,Very Likely to Succeed,1.0
S100347,Latvia_Uni_A,ENG,Pakistan,Latvia,2022,Business,Bachelor,Full-time,Female,28,Other,3,High,0.6,0,0,1,1,22,Full,6.27,5.56,6.39,5.98,33,33,33,30,0,1,0.392,0.2,0.192,23,0.494,14.0,0.0,0.408,5,5.73,0,High Risk,0.56
S100348,Latvia_Uni_A,LAW,Latvia,Latvia,2021,Engineering,Bachelor,Full-time,Male,22,Single,3,Low,0.1,0,1,1,0,0,Partial,6.59,6.75,7.22,6.98,31,31,25,25,0,0,0.649,0.501,0.156,5,0.44,48.2,28.6,0.252,3,6.98,1,Moderate Risk,0.849
S100349,Latvia_Uni_B,ENG,Vietnam,Latvia,2022,Information Systems,Bachelor,Full-time,Male,21,Single,2,High,0.6,0,1,1,0,0,None,6.58,6.86,7.0,6.93,34,34,35,35,0,0,0.76,0.635,0.109,0,-0.276,94.0,63.3,0.414,2,7.63,1,Moderate Risk,0.736
S100350,Latvia_Uni_B,CS,Vietnam,Latvia,2019,Medicine,Bachelor,Full-time,Male,39,Single,2,High,0.6,0,0,1,1,19,None,7.79,7.69,7.06,7.37,22,13,32,29,3,1,0.635,0.482,0.074,0,0.086,75.4,78.3,0.485,1,7.32,1,Moderate Risk,0.695
S100351,Tech_Institute_D,MIS,Vietnam,Latvia,2020,Social Sciences,Master,Full-time,Male,37,Married,1,High,0.6,1,1,0,1,13,None,7.75,8.24,8.3,8.27,31,31,28,28,0,0,0.884,0.762,0.063,0,0.126,69.5,67.6,0.343,2,8.57,1,Very Likely to Succeed,0.863
S100352,Tech_Institute_D,LAW,India,Latvia,2022,Business,Master,Full-time,Male,22,Single,3,High,0.6,1,1,0,0,0,Full,8.32,8.82,8.52,8.67,25,25,30,24,0,2,0.981,0.925,0.081,0,0.167,90.2,85.0,0.142,0,8.83,1,Very Likely to Succeed,1.0
S100353,Latvia_Uni_B,MED,India,Latvia,2022,Information Systems,Master,Full-time,Male,37,Married,3,High,0.6,0,1,0,1,16,Full,6.48,5.89,5.98,5.93,35,29,20,17,2,1,0.522,0.362,0.094,11,0.232,40.8,42.0,0.518,0,5.19,0,High Risk,0.551
S100354,Latvia_Uni_A,DATA,Nigeria,Latvia,2020,Humanities,Master,Full-time,Male,33,Single,2,High,0.7543348741975648,1,1,1,0,0,None,4.75,4.58,5.09,4.83,33,30,25,22,1,1,0.329,0.143,0.093,33,0.166,0.0,0.0,0.396,2,5.11,0,High Risk,0.543
S100355,Business_School_E,BUS,USA,Latvia,2021,Social Sciences,Master,Full-time,Male,28,Single,2,Medium,0.3,1,0,0,0,0,None,6.7,6.69,6.88,6.79,21,21,22,22,0,0,0.515,0.348,0.162,17,0.373,19.6,17.8,0.513,3,7.05,1,Moderate Risk,0.79
S100356,Latvia_College_C,BUS,Latvia,Latvia,2022,Humanities,Master,Full-time,Male,23,Single,3,Low,0.1,0,0,0,1,24,Full,7.62,7.67,7.85,7.76,25,22,22,19,1,1,0.774,0.637,0.083,0,0.069,88.4,67.7,0.383,4,8.19,1,Very Likely to Succeed,0.888
S100357,Business_School_E,ENG,Kenya,Latvia,2022,Engineering,Bachelor,Full-time,Male,23,Single,2,High,0.79827861595212,0,1,0,0,0,None,5.02,5.32,5.3,5.31,28,25,23,23,1,0,0.297,0.118,0.077,36,0.12,0.0,0.0,0.699,3,4.72,0,Very High Risk,0.311
S100358,Latvia_Uni_A,MED,India,Latvia,2023,Social Sciences,Master,Full-time,Male,39,Single,3,High,0.6,1,1,0,1,10,Partial,7.98,8.15,8.56,8.36,35,35,22,22,0,0,0.972,0.918,0.101,0,0.225,76.0,76.6,0.065,0,8.86,1,Very Likely to Succeed,1.0
S100359,Latvia_Uni_A,LAW,Nigeria,Latvia,2019,Medicine,Master,Full-time,Male,18,Single,2,High,0.7344817702455766,0,1,0,0,0,None,6.28,6.04,6.23,6.14,21,18,26,23,1,1,0.438,0.257,0.106,23,0.25,27.1,52.9,0.733,3,5.38,0,High Risk,0.431
S100360,Latvia_Uni_A,DATA,Bangladesh,Latvia,2021,Computer Science,Bachelor,Full-time,Female,32,Other,2,High,0.6,0,0,1,0,0,Partial,5.2,5.86,5.5,5.68,23,20,22,16,1,2,0.485,0.315,0.068,13,0.083,7.6,0.0,0.388,3,5.85,0,High Risk,0.556
S100361,Latvia_Uni_B,LAW,Nigeria,Latvia,2021,Medicine,Bachelor,Full-time,Female,34,Married,1,High,0.7987708117292248,0,0,1,0,0,Partial,7.28,7.05,7.8,7.43,22,22,25,25,0,0,0.434,0.261,0.131,22,0.348,66.7,34.6,0.674,1,7.28,0,High Risk,0.525
S100362,Business_School_E,MIS,Pakistan,Latvia,2019,Information Systems,Bachelor,Full-time,Female,22,Single,3,High,0.6,1,0,0,0,0,Full,7.48,8.16,7.21,7.68,25,25,33,30,0,1,0.746,0.597,0.105,0,0.315,63.5,42.3,0.334,0,7.56,1,Very Likely to Succeed,0.895
S100363,Latvia_Uni_A,ENG,Bangladesh,Latvia,2022,Computer Science,Master,Full-time,Male,38,Other,2,High,0.6,1,0,0,0,0,Partial,7.82,8.34,7.37,7.85,32,32,20,20,0,0,0.819,0.677,0.092,0,0.252,82.5,72.3,0.433,1,7.41,1,Very Likely to Succeed,0.87
S100364,Latvia_Uni_A,DATA,Brazil,Latvia,2023,Business,Bachelor,Part-time,Male,31,Married,4,Medium,0.35,0,0,0,1,16,None,6.92,7.28,6.68,6.98,31,28,21,15,1,2,0.779,0.637,0.152,0,0.411,61.2,74.4,0.276,1,6.95,1,Very Likely to Succeed,0.854
S100365,Tech_Institute_D,DATA,Nigeria,Latvia,2023,Humanities,Bachelor,Full-time,Male,20,Single,2,High,0.7965245090444188,1,1,1,1,15,None,6.89,7.21,6.96,7.08,26,23,23,20,1,1,0.985,0.952,0.053,0,-0.088,84.0,100.0,0.159,2,7.45,1,Very Likely to Succeed,0.92
S100366,Latvia_Uni_B,DATA,Sri Lanka,Latvia,2020,Humanities,Bachelor,Full-time,Male,26,Single,1,High,0.6,1,1,1,0,0,None,7.58,8.23,9.07,8.65,27,24,35,35,1,0,0.975,0.926,0.075,0,-0.116,100.0,100.0,0.244,0,9.08,1,Very Likely to Succeed,1.0
S100367,Business_School_E,BUS,France,Latvia,2020,Medicine,Bachelor,Part-time,Male,27,Married,4,Low,0.1,0,1,0,0,0,None,5.65,5.14,5.28,5.21,35,32,22,22,1,0,0.352,0.17,0.126,29,-0.351,9.5,0.0,0.482,2,5.26,0,High Risk,0.632
S100368,Latvia_Uni_B,BUS,Sri Lanka,Latvia,2023,Humanities,Bachelor,Full-time,Female,25,Married,2,High,0.6,0,1,1,0,0,None,6.3,6.27,6.56,6.41,28,25,24,18,1,2,0.413,0.234,0.16,20,0.436,24.6,46.9,0.662,2,7.23,0,High Risk,0.581
S100369,Latvia_Uni_A,ENG,Sri Lanka,Latvia,2022,Medicine,Master,Full-time,Male,28,Married,2,High,0.6,0,1,0,0,0,None,5.82,5.76,5.5,5.63,29,29,31,22,0,3,0.379,0.195,0.074,33,-0.148,14.1,4.9,0.665,1,5.05,0,High Risk,0.427
S100370,Latvia_Uni_A,LAW,Nigeria,Latvia,2022,Humanities,Master,Full-time,Male,18,Single,3,High,0.7101816783032742,1,1,1,1,16,None,5.9,6.21,6.0,6.11,23,20,35,35,1,0,0.738,0.597,0.167,1,0.414,52.9,51.7,0.467,0,6.48,1,Moderate Risk,0.82
S100371,Latvia_Uni_B,MED,India,Latvia,2020,Computer Science,Master,Full-time,Male,25,Single,3,High,0.6,0,0,0,0,0,Partial,6.52,6.82,6.36,6.59,23,20,26,17,1,3,0.552,0.381,0.083,6,-0.083,47.9,56.2,0.571,2,6.11,0,High Risk,0.607
S100372,Business_School_E,MED,France,Latvia,2022,Information Systems,Bachelor,Full-time,Male,22,Other,3,Low,0.1,0,0,0,0,0,Partial,6.44,6.85,7.06,6.96,21,18,30,27,1,1,0.609,0.448,0.079,0,0.132,35.6,23.5,0.26,0,6.79,1,Moderate Risk,0.831
S100373,Business_School_E,ENG,France,Latvia,2021,Humanities,Master,Full-time,Male,23,Single,5,Low,0.1,0,1,0,1,27,Partial,7.69,7.21,7.4,7.3,30,27,30,30,1,0,0.836,0.734,0.084,0,0.151,75.2,75.3,0.231,1,6.49,1,Very Likely to Succeed,0.94
S100374,Latvia_Uni_B,MIS,Kenya,Latvia,2020,Computer Science,Master,Full-time,Male,35,Single,3,High,0.7918534235148804,0,1,0,0,0,Full,4.36,4.0,4.0,4.0,20,14,20,17,2,1,0.301,0.099,0.104,35,0.247,0.0,0.0,0.735,1,3.5,0,Very High Risk,0.281
S100375,Latvia_Uni_A,MIS,Italy,Latvia,2021,Humanities,Master,Full-time,Male,37,Single,3,Low,0.1,0,1,0,1,28,None,7.11,8.05,7.15,7.6,20,20,20,14,0,2,0.619,0.46,0.09,1,-0.125,52.7,55.1,0.427,3,7.18,1,Moderate Risk,0.8
S100376,Tech_Institute_D,LAW,Pakistan,Latvia,2020,Engineering,Bachelor,Full-time,Female,22,Single,1,High,0.6,1,0,1,0,0,None,7.47,8.01,8.2,8.1,31,31,35,32,0,1,0.829,0.722,0.161,0,0.422,92.5,65.1,0.352,0,8.9,1,Very Likely to Succeed,0.93
S100377,Business_School_E,MED,Kenya,Latvia,2020,Information Systems,Bachelor,Full-time,Male,21,Single,1,High,0.7558623549445815,0,1,0,1,13,None,6.87,6.8,6.97,6.88,31,31,20,20,0,0,0.741,0.601,0.231,4,0.642,49.4,33.2,0.436,4,6.35,0,High Risk,0.516
S100378,Latvia_Uni_B,BUS,Germany,Latvia,2021,Social Sciences,Master,Part-time,Female,27,Single,3,Low,0.1,0,1,0,1,24,None,8.44,7.95,7.83,7.89,29,23,25,19,2,2,0.96,0.873,0.062,0,0.033,100.0,100.0,0.313,2,8.21,1,Very Likely to Succeed,0.967
S100379,Latvia_Uni_B,MED,Nigeria,Latvia,2019,Information Systems,Master,Part-time,Female,23,Married,2,High,0.7007032461524011,1,0,1,1,23,Partial,6.92,7.49,7.03,7.26,32,29,26,26,1,0,0.685,0.544,0.073,0,0.045,55.3,52.1,0.325,1,8.14,1,Moderate Risk,0.796
S100380,Business_School_E,LAW,Sri Lanka,Latvia,2018,Social Sciences,Master,Full-time,Male,32,Married,1,High,0.6,0,0,1,1,28,None,5.59,5.0,5.4,5.2,25,25,28,22,0,2,0.32,0.103,0.076,36,0.068,18.1,9.6,0.698,4,4.84,0,Very High Risk,0.323
S100381,Business_School_E,DATA,Canada,Latvia,2018,Medicine,Bachelor,Full-time,Female,19,Single,2,Medium,0.3,1,1,1,1,15,Partial,6.8,6.72,7.14,6.93,22,22,33,30,0,1,0.871,0.753,0.071,0,-0.034,62.3,32.0,0.133,0,7.17,1,Very Likely to Succeed,0.921
S100382,Business_School_E,ENG,Latvia,Latvia,2023,Social Sciences,Master,Full-time,Male,21,Other,5,Low,0.1,1,1,0,0,0,None,7.22,7.53,7.46,7.49,30,27,21,21,1,0,0.945,0.895,0.102,0,0.256,45.1,64.3,0.0,1,8.06,1,Very Likely to Succeed,1.0
S100383,Tech_Institute_D,CS,Sri Lanka,Latvia,2022,Medicine,Bachelor,Full-time,Male,30,Single,2,High,0.6,1,0,1,1,19,Partial,7.57,7.99,8.32,8.16,34,34,29,29,0,0,0.841,0.707,0.052,0,-0.052,63.2,49.5,0.273,1,8.41,1,Very Likely to Succeed,0.965
S100384,Latvia_Uni_A,DATA,Bangladesh,Latvia,2023,Medicine,Bachelor,Full-time,Female,32,Single,2,High,0.6,0,0,1,0,0,None,6.95,6.91,6.68,6.79,33,33,23,23,0,0,0.487,0.311,0.187,19,-0.525,27.7,18.8,0.431,3,6.39,1,High Risk,0.63
S100385,Tech_Institute_D,MED,Latvia,Latvia,2021,Humanities,Bachelor,Full-time,Male,19,Married,4,Low,0.1,0,0,0,0,0,None,7.15,7.79,7.4,7.59,24,24,21,21,0,0,0.763,0.635,0.093,0,0.162,71.3,67.0,0.135,0,7.52,1,Very Likely to Succeed,0.93
S100386,Latvia_Uni_A,CS,Sri Lanka,Latvia,2023,Computer Science,Master,Full-time,Male,33,Married,1,High,0.6,0,1,1,0,0,Full,5.9,6.15,6.57,6.36,32,29,28,19,1,3,0.706,0.561,0.106,0,0.272,43.3,36.8,0.337,1,5.92,0,High Risk,0.615
S100387,Business_School_E,MED,South Korea,Latvia,2018,Social Sciences,Bachelor,Part-time,Male,30,Single,3,High,0.6,0,1,0,0,0,None,7.57,7.44,7.26,7.35,34,31,29,29,1,0,0.985,0.937,0.065,0,-0.142,100.0,95.7,0.238,1,6.53,1,Moderate Risk,0.824
S100388,Latvia_College_C,CS,Bangladesh,Latvia,2020,Computer Science,Bachelor,Full-time,Female,34,Other,1,High,0.6,0,0,1,1,20,None,5.38,5.14,5.26,5.2,26,23,27,27,1,0,0.277,0.094,0.075,35,-0.14,3.5,6.2,0.606,0,4.66,0,Very High Risk,0.368
S100389,Business_School_E,DATA,India,Latvia,2018,Social Sciences,Bachelor,Full-time,Female,29,Single,2,High,0.6,0,1,0,0,0,None,6.1,5.24,4.68,4.96,31,31,33,33,0,0,0.555,0.398,0.083,5,-0.168,41.9,27.4,0.546,2,4.8,0,High Risk,0.443
